_id;algorithm;edges;graphRepresentation;graphType;instance;machine;nodes;runtime;threads;timestamp
38;paraBFS;39945;vector;barabasi;004k.edges;joshua;4000;0.060537;12;2018-08-29 12:23:06
39;paraBFS;19945;vector;barabasi;002k.edges;joshua;2000;0.018464;8;2018-08-29 12:23:06
40;paraBFS;39945;vector;barabasi;004k.edges;joshua;4000;0.087736;8;2018-08-29 12:23:06
41;paraBFS;79945;vector;barabasi;008k.edges;joshua;8000;0.200010;16;2018-08-29 12:23:06
42;paraBFS;79945;vector;barabasi;008k.edges;joshua;8000;0.259910;12;2018-08-29 12:23:06
43;paraBFS;79945;vector;barabasi;008k.edges;joshua;8000;0.385071;8;2018-08-29 12:23:06
44;paraBFS;99945;vector;barabasi;010k.edges;joshua;10000;0.319006;16;2018-08-29 12:23:06
45;paraBFS;99945;vector;barabasi;010k.edges;joshua;10000;0.415908;12;2018-08-29 12:23:06
46;paraBFS;99945;vector;barabasi;010k.edges;joshua;10000;0.614577;8;2018-08-29 12:23:07
47;paraBFS;199945;vector;barabasi;020k.edges;joshua;20000;1.390910;16;2018-08-29 12:23:07
48;paraBFS;199945;vector;barabasi;020k.edges;joshua;20000;1.753877;12;2018-08-29 12:23:07
49;paraBFS;199945;vector;barabasi;020k.edges;joshua;20000;2.602420;8;2018-08-29 12:23:08
50;paraBFS;299945;vector;barabasi;030k.edges;joshua;30000;4.125661;16;2018-08-29 12:23:09
51;paraBFS;299945;vector;barabasi;030k.edges;joshua;30000;4.063836;12;2018-08-29 12:23:10
52;paraBFS;299945;vector;barabasi;030k.edges;joshua;30000;6.067093;8;2018-08-29 12:23:11
53;paraBFS;399945;vector;barabasi;040k.edges;joshua;40000;5.724160;16;2018-08-29 12:23:15
54;paraBFS;399945;vector;barabasi;040k.edges;joshua;40000;7.411166;12;2018-08-29 12:23:16
55;paraBFS;399945;vector;barabasi;040k.edges;joshua;40000;11.008959;8;2018-08-29 12:23:19
56;paraBFS;499945;vector;barabasi;050k.edges;joshua;50000;9.764674;16;2018-08-29 12:23:24
57;paraBFS;499945;vector;barabasi;050k.edges;joshua;50000;12.033738;12;2018-08-29 12:23:27
58;paraBFS;9945;vector;barabasi;001k.edges;joshua;1000;0.007345;20;2018-08-29 12:23:54
59;paraBFS;19945;vector;barabasi;002k.edges;joshua;2000;0.016764;20;2018-08-29 12:23:54
60;paraBFS;39945;vector;barabasi;004k.edges;joshua;4000;0.063264;20;2018-08-29 12:23:54
61;paraBFS;79945;vector;barabasi;008k.edges;joshua;8000;0.245045;20;2018-08-29 12:23:54
62;paraBFS;99945;vector;barabasi;010k.edges;joshua;10000;0.414887;20;2018-08-29 12:23:54
63;paraBFS;199945;vector;barabasi;020k.edges;joshua;20000;1.475273;20;2018-08-29 12:23:55
64;paraBFS;499945;vector;barabasi;050k.edges;joshua;50000;17.907302;8;2018-08-29 12:23:34
65;paraBFS;299945;vector;barabasi;030k.edges;joshua;30000;3.185324;20;2018-08-29 12:23:57
66;paraBFS;599945;vector;barabasi;060k.edges;joshua;60000;14.532209;16;2018-08-29 12:23:40
67;paraBFS;399945;vector;barabasi;040k.edges;joshua;40000;6.562405;20;2018-08-29 12:24:02
68;paraBFS;599945;vector;barabasi;060k.edges;joshua;60000;17.810303;12;2018-08-29 12:23:46
69;paraBFS;499945;vector;barabasi;050k.edges;joshua;50000;7.612157;20;2018-08-29 12:24:12
70;paraBFS;699945;vector;barabasi;070k.edges;joshua;70000;18.479829;16;2018-08-29 12:24:04
71;paraBFS;599945;vector;barabasi;060k.edges;joshua;60000;26.544605;8;2018-08-29 12:23:58
72;paraBFS;599945;vector;barabasi;060k.edges;joshua;60000;13.201942;20;2018-08-29 12:24:26
73;paraBFS;699945;vector;barabasi;070k.edges;joshua;70000;23.751337;12;2018-08-29 12:24:13
74;paraBFS;799945;vector;barabasi;080k.edges;joshua;80000;25.655286;16;2018-08-29 12:24:34
75;paraBFS;699945;vector;barabasi;070k.edges;joshua;70000;18.033074;20;2018-08-29 12:24:48
76;paraBFS;699945;vector;barabasi;070k.edges;joshua;70000;35.325484;8;2018-08-29 12:24:34
77;paraBFS;799945;vector;barabasi;080k.edges;joshua;80000;33.009827;12;2018-08-29 12:24:50
78;paraBFS;799945;vector;barabasi;080k.edges;joshua;80000;21.525452;20;2018-08-29 12:25:17
79;paraBFS;799945;vector;barabasi;080k.edges;joshua;80000;49.104992;8;2018-08-29 12:25:23
80;paraBFS;9945;vector;barabasi;001k.edges;joshua;1000;0.008751;24;2018-08-29 12:34:36
81;paraBFS;19945;vector;barabasi;002k.edges;joshua;2000;0.013911;24;2018-08-29 12:34:36
82;paraBFS;39945;vector;barabasi;004k.edges;joshua;4000;0.058882;24;2018-08-29 12:34:36
83;paraBFS;79945;vector;barabasi;008k.edges;joshua;8000;0.203839;24;2018-08-29 12:34:36
84;paraBFS;99945;vector;barabasi;010k.edges;joshua;10000;0.343501;24;2018-08-29 12:34:36
85;paraBFS;199945;vector;barabasi;020k.edges;joshua;20000;0.930019;24;2018-08-29 12:34:37
86;paraBFS;299945;vector;barabasi;030k.edges;joshua;30000;2.829221;24;2018-08-29 12:34:38
87;paraBFS;399945;vector;barabasi;040k.edges;joshua;40000;3.896953;24;2018-08-29 12:34:43
88;paraBFS;499945;vector;barabasi;050k.edges;joshua;50000;6.317140;24;2018-08-29 12:34:50
89;paraBFS;599945;vector;barabasi;060k.edges;joshua;60000;9.488213;24;2018-08-29 12:35:03
90;paraBFS;699945;vector;barabasi;070k.edges;joshua;70000;13.493143;24;2018-08-29 12:35:21
91;paraBFS;799945;vector;barabasi;080k.edges;joshua;80000;17.415744;24;2018-08-29 12:35:46
92;paraBitset;9945;vector;barabasi;001k.edges;orac;1000;0.001723;12;2018-08-30 09:10:32
93;paraBitset;19945;vector;barabasi;002k.edges;orac;2000;0.002280;12;2018-08-30 09:10:32
94;paraBitset;39945;vector;barabasi;004k.edges;orac;4000;0.009212;12;2018-08-30 09:10:32
95;paraBitset;9945;vector;barabasi;001k.edges;orac;1000;0.001741;1;2018-08-30 09:10:32
96;paraBitset;19945;vector;barabasi;002k.edges;orac;2000;0.006352;1;2018-08-30 09:10:32
97;paraBitset;79945;vector;barabasi;008k.edges;orac;8000;0.032393;12;2018-08-30 09:10:32
98;paraBitset;9945;vector;barabasi;001k.edges;orac;1000;0.004252;8;2018-08-30 09:10:32
98;paraBitset;9945;vector;barabasi;001k.edges;orac;1000;0.004139;4;2018-08-30 09:10:32
99;paraBitset;19945;vector;barabasi;002k.edges;orac;2000;0.002625;8;2018-08-30 09:10:32
99;paraBitset;39945;vector;barabasi;004k.edges;orac;4000;0.028932;1;2018-08-30 09:10:32
100;paraBitset;19945;vector;barabasi;002k.edges;orac;2000;0.003380;4;2018-08-30 09:10:32
101;paraBitset;39945;vector;barabasi;004k.edges;orac;4000;0.010944;8;2018-08-30 09:10:32
102;paraBitset;39945;vector;barabasi;004k.edges;orac;4000;0.014590;4;2018-08-30 09:10:32
103;paraBitset;79945;vector;barabasi;008k.edges;orac;8000;0.038311;8;2018-08-30 09:10:32
104;paraBitset;99945;vector;barabasi;010k.edges;orac;10000;0.050273;12;2018-08-30 09:10:32
104;paraBitset;79945;vector;barabasi;008k.edges;orac;8000;0.100474;1;2018-08-30 09:10:32
105;paraBitset;79945;vector;barabasi;008k.edges;orac;8000;0.050606;4;2018-08-30 09:10:32
106;paraBitset;99945;vector;barabasi;010k.edges;orac;10000;0.058010;8;2018-08-30 09:10:33
107;paraBitset;99945;vector;barabasi;010k.edges;orac;10000;0.078655;4;2018-08-30 09:10:33
108;paraBitset;99945;vector;barabasi;010k.edges;orac;10000;0.161150;1;2018-08-30 09:10:33
109;paraBitset;199945;vector;barabasi;020k.edges;orac;20000;0.234561;12;2018-08-30 09:10:33
110;paraBitset;199945;vector;barabasi;020k.edges;orac;20000;0.272090;8;2018-08-30 09:10:33
111;paraBitset;199945;vector;barabasi;020k.edges;orac;20000;0.368264;4;2018-08-30 09:10:33
112;paraBitset;199945;vector;barabasi;020k.edges;orac;20000;0.714334;1;2018-08-30 09:10:33
113;paraBitset;299945;vector;barabasi;030k.edges;orac;30000;0.575332;12;2018-08-30 09:10:34
114;paraBitset;299945;vector;barabasi;030k.edges;orac;30000;0.670071;8;2018-08-30 09:10:34
115;paraBitset;299945;vector;barabasi;030k.edges;orac;30000;0.926238;4;2018-08-30 09:10:34
116;paraBitset;299945;vector;barabasi;030k.edges;orac;30000;1.811216;1;2018-08-30 09:10:35
117;paraBitset;399945;vector;barabasi;040k.edges;orac;40000;1.100986;12;2018-08-30 09:10:36
118;paraBitset;399945;vector;barabasi;040k.edges;orac;40000;1.259319;8;2018-08-30 09:10:37
119;paraBitset;399945;vector;barabasi;040k.edges;orac;40000;1.747840;4;2018-08-30 09:10:37
120;paraBitset;399945;vector;barabasi;040k.edges;orac;40000;3.409659;1;2018-08-30 09:10:38
121;paraBitset;499945;vector;barabasi;050k.edges;orac;50000;2.094508;12;2018-08-30 09:10:41
122;paraBitset;499945;vector;barabasi;050k.edges;orac;50000;2.342187;8;2018-08-30 09:10:41
123;paraBitset;499945;vector;barabasi;050k.edges;orac;50000;3.273661;4;2018-08-30 09:10:42
124;paraBitset;499945;vector;barabasi;050k.edges;orac;50000;6.501875;1;2018-08-30 09:10:45
125;paraBitset;599945;vector;barabasi;060k.edges;orac;60000;2.899174;12;2018-08-30 09:10:50
126;paraBitset;599945;vector;barabasi;060k.edges;orac;60000;3.313596;8;2018-08-30 09:10:50
127;paraBitset;599945;vector;barabasi;060k.edges;orac;60000;4.619366;4;2018-08-30 09:10:52
128;paraBitset;599945;vector;barabasi;060k.edges;orac;60000;9.266767;1;2018-08-30 09:10:58
129;paraBitset;699945;vector;barabasi;070k.edges;orac;70000;3.988283;12;2018-08-30 09:11:02
130;paraBitset;699945;vector;barabasi;070k.edges;orac;70000;4.525389;8;2018-08-30 09:11:03
131;paraBitset;699945;vector;barabasi;070k.edges;orac;70000;6.265689;4;2018-08-30 09:11:06
132;paraBitset;799945;vector;barabasi;080k.edges;orac;80000;5.133910;12;2018-08-30 09:11:19
133;paraBitset;699945;vector;barabasi;070k.edges;orac;70000;12.616081;1;2018-08-30 09:11:17
134;paraBitset;799945;vector;barabasi;080k.edges;orac;80000;5.789804;8;2018-08-30 09:11:21
135;paraBitset;799945;vector;barabasi;080k.edges;orac;80000;8.143458;4;2018-08-30 09:11:25
136;paraBitset;799945;vector;barabasi;080k.edges;orac;80000;16.312372;1;2018-08-30 09:11:42
137;paraBitset;9945;vector;barabasi;001k.edges;orac;1000;0.014084;24;2018-08-30 09:12:19
138;paraBitset;19945;vector;barabasi;002k.edges;orac;2000;0.012888;24;2018-08-30 09:12:19
139;paraBitset;9945;vector;barabasi;001k.edges;orac;1000;0.020397;16;2018-08-30 09:12:19
140;paraBitset;9945;vector;barabasi;001k.edges;orac;1000;0.015386;20;2018-08-30 09:12:19
141;paraBitset;19945;vector;barabasi;002k.edges;orac;2000;0.014248;16;2018-08-30 09:12:19
142;paraBitset;39945;vector;barabasi;004k.edges;orac;4000;0.021298;24;2018-08-30 09:12:19
143;paraBitset;19945;vector;barabasi;002k.edges;orac;2000;0.002427;20;2018-08-30 09:12:19
144;paraBitset;39945;vector;barabasi;004k.edges;orac;4000;0.023885;16;2018-08-30 09:12:19
145;paraBitset;39945;vector;barabasi;004k.edges;orac;4000;0.020927;20;2018-08-30 09:12:19
146;paraBitset;79945;vector;barabasi;008k.edges;orac;8000;0.038342;24;2018-08-30 09:12:19
147;paraBitset;79945;vector;barabasi;008k.edges;orac;8000;0.032777;16;2018-08-30 09:12:19
148;paraBitset;79945;vector;barabasi;008k.edges;orac;8000;0.031381;20;2018-08-30 09:12:19
149;paraBitset;99945;vector;barabasi;010k.edges;orac;10000;0.053296;24;2018-08-30 09:12:19
150;paraBitset;99945;vector;barabasi;010k.edges;orac;10000;0.047373;16;2018-08-30 09:12:19
151;paraBitset;99945;vector;barabasi;010k.edges;orac;10000;0.047864;20;2018-08-30 09:12:19
152;paraBitset;199945;vector;barabasi;020k.edges;orac;20000;0.198057;24;2018-08-30 09:12:19
153;paraBitset;199945;vector;barabasi;020k.edges;orac;20000;0.208110;16;2018-08-30 09:12:19
154;paraBitset;199945;vector;barabasi;020k.edges;orac;20000;0.202603;20;2018-08-30 09:12:19
155;paraBitset;299945;vector;barabasi;030k.edges;orac;30000;0.541375;24;2018-08-30 09:12:20
156;paraBitset;299945;vector;barabasi;030k.edges;orac;30000;0.522436;16;2018-08-30 09:12:20
157;paraBitset;299945;vector;barabasi;030k.edges;orac;30000;0.524180;20;2018-08-30 09:12:20
158;paraBitset;399945;vector;barabasi;040k.edges;orac;40000;1.020208;24;2018-08-30 09:12:23
159;paraBitset;399945;vector;barabasi;040k.edges;orac;40000;1.248276;20;2018-08-30 09:12:23
160;paraBitset;399945;vector;barabasi;040k.edges;orac;40000;1.365023;16;2018-08-30 09:12:23
161;paraBitset;499945;vector;barabasi;050k.edges;orac;50000;2.447729;24;2018-08-30 09:12:27
162;paraBitset;499945;vector;barabasi;050k.edges;orac;50000;1.891172;16;2018-08-30 09:12:28
163;paraBitset;499945;vector;barabasi;050k.edges;orac;50000;1.935971;20;2018-08-30 09:12:28
164;paraBitset;599945;vector;barabasi;060k.edges;orac;60000;2.805243;24;2018-08-30 09:12:36
165;paraBitset;599945;vector;barabasi;060k.edges;orac;60000;3.318042;20;2018-08-30 09:12:36
166;paraBitset;599945;vector;barabasi;060k.edges;orac;60000;3.779537;16;2018-08-30 09:12:36
167;paraBitset;699945;vector;barabasi;070k.edges;orac;70000;3.993703;24;2018-08-30 09:12:48
168;paraBitset;699945;vector;barabasi;070k.edges;orac;70000;4.438022;20;2018-08-30 09:12:49
169;paraBitset;699945;vector;barabasi;070k.edges;orac;70000;3.679364;16;2018-08-30 09:12:49
170;paraBitset;799945;vector;barabasi;080k.edges;orac;80000;4.906036;24;2018-08-30 09:13:05
171;paraBitset;799945;vector;barabasi;080k.edges;orac;80000;4.906759;16;2018-08-30 09:13:07
172;paraBitset;799945;vector;barabasi;080k.edges;orac;80000;5.440807;20;2018-08-30 09:13:07
